enrolment_no,standards,assessments
12383,CBSE-5,19
12384,CBSE-1|CBSE-2,21
12385,CBSE-10|CBSE-9,62
12386,CBSE-2|CBSE-3,16
12387,CBSE-4|CBSE-5|CBSE-6,31
12389,CBSE-10|CBSE-8|CBSE-9,82
12390,CBSE-10|CBSE-11|CBSE-9,75
12393,CBSE-7|CBSE-8|CBSE-9,85
12394,CBSE-7|CBSE-8|CBSE-9,85
12395,CBSE-10|CBSE-11|CBSE-12,55
12397,CBSE-11|CBSE-12,39
12398,CBSE-11|CBSE-12,37
12399,CBSE-11|CBSE-12,31
12400,CBSE-11|CBSE-12,40
12401,CBSE-11|CBSE-12,39
12402,CBSE-11|CBSE-12,39
12403,CBSE-11|CBSE-12,40
12404,CBSE-11|CBSE-12,31
12405,CBSE-11|CBSE-12,37
12406,CBSE-11|CBSE-12,40
12407,CBSE-11|CBSE-12,40
12408,CBSE-11|CBSE-12,34
12409,CBSE-11|CBSE-12,40
12410,CBSE-11|CBSE-12,35
12411,CBSE-11|CBSE-12,40
12412,CBSE-11|CBSE-12,40
12413,CBSE-11|CBSE-12,40
12414,CBSE-11|CBSE-12,39
12415,CBSE-11|CBSE-12,32
12416,CBSE-11|CBSE-12,35
12417,CBSE-11|CBSE-12,40
12418,CBSE-11|CBSE-12,34
12419,CBSE-11|CBSE-12,41
12420,CBSE-11|CBSE-12,35
12421,CBSE-11|CBSE-12,35
12422,CBSE-11|CBSE-12,32
12423,CBSE-11|CBSE-12,32
12424,CBSE-11|CBSE-12,38
12425,CBSE-11|CBSE-12,38
12426,CBSE-11,6
12427,CBSE-11|CBSE-12,35
12428,CBSE-11,8
12429,CBSE-11|CBSE-12,37
12430,CBSE-11|CBSE-12,35
12431,CBSE-11|CBSE-12,35
12432,CBSE-11|CBSE-12,38
12433,CBSE-11|CBSE-12,39
12434,CBSE-11|CBSE-12,37
12435,CBSE-11|CBSE-12,41
12436,CBSE-11|CBSE-12,34
12437,CBSE-11|CBSE-12,35
12438,CBSE-11|CBSE-12,34
12439,CBSE-11|CBSE-12,35
12440,CBSE-11|CBSE-12,41
12441,CBSE-11|CBSE-12,33
12442,CBSE-11|CBSE-12,36
12444,CBSE-11|CBSE-12,40
12446,CBSE-1|CBSE-2|CBSE-3,43
12447,CBSE-2,14
12448,CBSE-7|CBSE-8|CBSE-9,78
12449,CBSE-1,14
12450,CBSE-10|CBSE-11|CBSE-9,70
12454,CBSE-10|CBSE-11|CBSE-9,69
12455,CBSE-11|CBSE-12,39
12458,CBSE-11|CBSE-12,35
12459,CBSE-2|CBSE-3|CBSE-4,29
12460,CBSE-7|CBSE-8|CBSE-9,71
12485,CBSE-1|CBSE-2|CBSE-3,39
12486,CBSE-8,21
12487,CBSE-4,17
12488,CBSE-2|CBSE-3,14
12490,CBSE-8|CBSE-9,43
12491,CBSE-10|CBSE-9,40
12492,CBSE-8|CBSE-9,44
12493,CBSE-8|CBSE-9,44
12495,CBSE-10|CBSE-9,46
12496,CBSE-10|CBSE-9,44
12498,CBSE-10|CBSE-9,42
12499,CBSE-10|CBSE-9,43
12500,CBSE-3,12
12505,CBSE-10|CBSE-9,40
12509,CBSE-10|CBSE-9,44
12513,CBSE-8,4
12516,CBSE-3|CBSE-4,29
12517,CBSE-10|CBSE-9,43
12518,CBSE-8|CBSE-9,44
12520,CBSE-7|CBSE-8,70
12521,CBSE-3|CBSE-4|CBSE-5,33
12523,CBSE-10|CBSE-9,41
12524,CBSE-8|CBSE-9,44
12525,CBSE-8|CBSE-9,44
12526,CBSE-10|CBSE-9,40
12527,CBSE-10|CBSE-9,40
12529,CBSE-6|CBSE-7,70
12531,CBSE-2|CBSE-3,27
12534,CBSE-6|CBSE-7,68
12536,CBSE-8|CBSE-9,44
12537,CBSE-8|CBSE-9,44
12539,CBSE-8|CBSE-9,43
12545,CBSE-8|CBSE-9,43
12546,CBSE-8|CBSE-9,44
12547,CBSE-7|CBSE-8,70
12548,CBSE-10|CBSE-9,44
12549,CBSE-6|CBSE-7,70
12551,CBSE-2,9
12552,CBSE-7,26
12553,CBSE-6,27
12554,CBSE-10|CBSE-9,44
12557,CBSE-10|CBSE-9,43
12558,CBSE-7|CBSE-8,69
12559,CBSE-8|CBSE-9,43
12561,CBSE-10|CBSE-9,40
12562,CBSE-10|CBSE-9,44
12564,CBSE-4,8
12565,CBSE-7|CBSE-8,70
12568,CBSE-7|CBSE-8,70
12569,CBSE-7|CBSE-8,70
12571,CBSE-8|CBSE-9,42
12572,CBSE-8|CBSE-9,41
12573,CBSE-10|CBSE-9,43
12575,CBSE-1,10
12579,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12580,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12586,CBSE-1|CBSE-2,24
12591,CBSE-1|CBSE-2,24
12593,CBSE-1|CBSE-2|CBSE-3,27
12602,CBSE-1|CBSE-2,24
12609,CBSE-1|CBSE-2,23
12615,CBSE-10|CBSE-9,44
12616,CBSE-8|CBSE-9,43
12617,CBSE-7|CBSE-8,66
12618,CBSE-10|CBSE-9,41
12619,CBSE-8|CBSE-9,43
12622,CBSE-1|CBSE-2,24
12623,CBSE-10|CBSE-9,46
12624,CBSE-9,3
12626,CBSE-10|CBSE-9,40
12627,CBSE-3,1
12628,CBSE-10|CBSE-9,44
12630,CBSE-8|CBSE-9,42
12631,CBSE-6|CBSE-7,72
12632,CBSE-10|CBSE-9,40
12633,CBSE-10|CBSE-9,40
12634,CBSE-8|CBSE-9,43
12636,CBSE-10|CBSE-9,43
12637,CBSE-10|CBSE-9,43
12639,CBSE-10|CBSE-9,39
12640,CBSE-10|CBSE-9,43
12641,CBSE-5|CBSE-6,52
12642,CBSE-10|CBSE-9,44
12643,CBSE-3|CBSE-4|CBSE-5,33
12644,CBSE-2|CBSE-3,14
12645,CBSE-10|CBSE-9,40
12646,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12648,CBSE-4|CBSE-5|CBSE-6,58
12650,CBSE-10|CBSE-9,41
12651,CBSE-4|CBSE-5,34
12652,CBSE-1|CBSE-2,19
12653,CBSE-1|CBSE-2|CBSE-3,30
12654,CBSE-10|CBSE-9,44
12655,CBSE-8|CBSE-9,44
12656,CBSE-10|CBSE-9,38
12657,CBSE-8,28
12658,CBSE-6|CBSE-7,72
12660,CBSE-1|CBSE-5,11
12662,CBSE-1|CBSE-2,24
12664,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12665,CBSE-1|CBSE-2|CBSE-3,26
12666,CBSE-1|CBSE-2,24
12667,CBSE-1|CBSE-2|CBSE-3,31
12668,CBSE-1|CBSE-2|CBSE-3,27
12669,CBSE-1|CBSE-2,24
12670,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12671,CBSE-1|CBSE-2|CBSE-3,31
12672,CBSE-1|CBSE-2|CBSE-3,31
12673,CBSE-1|CBSE-2|CBSE-3,27
12674,CBSE-1|CBSE-2|CBSE-3,27
12675,CBSE-1|CBSE-2,22
12676,CBSE-1|CBSE-2,22
12677,CBSE-1|CBSE-2,24
12678,CBSE-11,18
12679,CBSE-11|CBSE-12,26
12680,CBSE-11|CBSE-12,27
12681,CBSE-11|CBSE-12,26
12682,CBSE-11|CBSE-12,27
12683,CBSE-11|CBSE-12,28
12684,CBSE-11|CBSE-12,23
12685,CBSE-11|CBSE-12,26
12686,CBSE-11|CBSE-12,28
12687,CBSE-11|CBSE-12,26
12688,CBSE-11|CBSE-12,28
12689,CBSE-11|CBSE-12,21
12690,CBSE-11|CBSE-12,28
12691,CBSE-11|CBSE-12,23
12692,CBSE-11|CBSE-12,28
12693,CBSE-11|CBSE-12,26
12694,CBSE-11|CBSE-12,28
12695,CBSE-11|CBSE-12,28
12696,CBSE-11|CBSE-12,23
12697,CBSE-11|CBSE-12,28
12698,CBSE-11|CBSE-12,25
12699,CBSE-11|CBSE-12,27
12700,CBSE-11|CBSE-12,24
12701,CBSE-11|CBSE-12,28
12702,CBSE-11|CBSE-12,26
12703,CBSE-11|CBSE-12,26
12704,CBSE-11|CBSE-12,26
12705,CBSE-11|CBSE-12,28
12706,CBSE-11|CBSE-12,26
12707,CBSE-11|CBSE-12,28
12708,CBSE-11|CBSE-12,26
12709,CBSE-11|CBSE-12,28
12710,CBSE-11|CBSE-12,26
12711,CBSE-11|CBSE-12,28
12712,CBSE-11|CBSE-12,27
12713,CBSE-11|CBSE-12,27
12714,CBSE-11|CBSE-12,26
12715,CBSE-11|CBSE-12,23
12716,CBSE-10|CBSE-9,43
12718,CBSE-11|CBSE-12,28
12719,CBSE-11|CBSE-12,27
12720,CBSE-11|CBSE-12,28
12721,CBSE-11|CBSE-12,28
12723,CBSE-11|CBSE-12,28
12724,CBSE-6|CBSE-7,70
12727,CBSE-1|CBSE-2|CBSE-3,29
12729,CBSE-1|CBSE-2|CBSE-3,26
12735,CBSE-1|CBSE-2|CBSE-3,26
12738,CBSE-1|CBSE-2,24
12739,CBSE-1|CBSE-2,12
12741,CBSE-1,10
12744,CBSE-1|CBSE-2,24
12748,CBSE-1|CBSE-2|CBSE-3,31
12753,CBSE-1|CBSE-2,24
12766,CBSE-1|CBSE-2,24
12767,CBSE-1|CBSE-2,24
12770,CBSE-1|CBSE-2|CBSE-3,27
12772,CBSE-1|CBSE-2|CBSE-3,27
12774,CBSE-1|CBSE-2|CBSE-3,26
12777,CBSE-1,8
12780,CBSE-1|CBSE-2|CBSE-3,31
12782,CBSE-1|CBSE-2|CBSE-3,26
12788,CBSE-1|CBSE-2|CBSE-3,26
12794,CBSE-1|CBSE-2,16
12796,CBSE-1|CBSE-2,24
12797,CBSE-1|CBSE-2|CBSE-3,26
12800,CBSE-1|CBSE-2,24
12808,CBSE-1|CBSE-2|CBSE-3,27
12812,CBSE-1|CBSE-2,24
12814,CBSE-1|CBSE-2,24
12818,CBSE-1|CBSE-2,24
12820,CBSE-1|CBSE-2,24
12826,CBSE-1|CBSE-2,24
12829,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12832,CBSE-1|CBSE-2|CBSE-3,23
12833,CBSE-1|CBSE-2|CBSE-3,27
12838,CBSE-1|CBSE-2|CBSE-3,27
12843,CBSE-11|CBSE-12,20
12844,CBSE-1|CBSE-2|CBSE-3|CBSE-5,28
12845,CBSE-1|CBSE-2|CBSE-3,27
12848,CBSE-1|CBSE-2|CBSE-3,29
12851,CBSE-1|CBSE-2|CBSE-3,17
12857,CBSE-1|CBSE-3,7
12858,CBSE-7|CBSE-8,69
12864,CBSE-5,19
12873,CBSE-1,14
12876,CBSE-3,16
12877,CBSE-1,11
12878,CBSE-8,3
12886,CBSE-8,42
12887,CBSE-9,15
12894,CBSE-7,42
12896,CBSE-1|CBSE-2|CBSE-3,19
12900,CBSE-10,10
12901,CBSE-9,15
12906,CBSE-1,14
12909,CBSE-9,15
12916,CBSE-9,15
12918,CBSE-9,15
12920,CBSE-1,14
12921,CBSE-9,15
12922,CBSE-7,42
12924,CBSE-9,15
12928,CBSE-9,16
12929,CBSE-9,16
12930,CBSE-9,16
12934,CBSE-10,10
12935,CBSE-7,35
12936,CBSE-6,34
12939,CBSE-2|CBSE-3,16
12942,CBSE-9,16
12944,CBSE-9,16
12947,CBSE-1|CBSE-2,15
12949,CBSE-1,14
12950,CBSE-9,15
12951,CBSE-9,16
12952,CBSE-9,16
12953,CBSE-8,42
12955,CBSE-2|CBSE-3,17
12957,CBSE-6,42
12959,CBSE-5,19
12963,CBSE-8,40
12969,CBSE-10,10
12974,CBSE-7,41
12978,CBSE-1|CBSE-2|CBSE-3,17
12979,CBSE-1|CBSE-2,15
12982,CBSE-4,17
12987,CBSE-9,16
12991,CBSE-8,42
12996,CBSE-9,16
12999,CBSE-9,16
13001,CBSE-1|CBSE-2|CBSE-3,17
13005,CBSE-9,16
13009,CBSE-9,16
13012,CBSE-9,15
13014,CBSE-9,16
13015,CBSE-9,16
13021,CBSE-9,16
13022,CBSE-10,10
13027,CBSE-8,42
13030,CBSE-1,14
13031,CBSE-9,16
13032,CBSE-9,16
13033,CBSE-9,15
13034,CBSE-1,14
13035,CBSE-12,10
13036,CBSE-12,7
13040,CBSE-9,15
13043,CBSE-9,15
13046,CBSE-8,42
13052,CBSE-3,17
13055,CBSE-8,42
13056,CBSE-10,14
13058,CBSE-9,16
13059,CBSE-2|CBSE-3,17
13060,CBSE-2|CBSE-3,17
13062,CBSE-9,16
13063,CBSE-8,40
13064,CBSE-1,14
13065,CBSE-1|CBSE-2,15
13066,CBSE-6,21
13067,CBSE-7,21
13068,CBSE-8,42
13069,CBSE-6,42
13071,CBSE-8,42
13073,CBSE-9,16
13074,CBSE-9,15
13081,CBSE-8,41
13083,CBSE-9,16
13084,CBSE-9,16
13091,CBSE-1,14
13095,CBSE-8,42
13096,CBSE-9,16
13097,CBSE-1,14
13102,CBSE-8,35
13103,CBSE-3,17
13105,CBSE-9,15
13106,CBSE-4|CBSE-5,20
13107,CBSE-9,15
13109,CBSE-8,42
13113,CBSE-1,5
13114,CBSE-8,24
13115,CBSE-1|CBSE-2|CBSE-3,17
13116,CBSE-8,33
13117,CBSE-4,16
13121,CBSE-1|CBSE-2,15
13122,CBSE-1,13
13123,CBSE-1|CBSE-2,15
13124,CBSE-1,14
13125,CBSE-1,14
13126,CBSE-1,14
13127,CBSE-1,14
13128,CBSE-1,14
13129,CBSE-1,14
13130,CBSE-1,14
13131,CBSE-1,14
13136,CBSE-1,14
13139,CBSE-1,14
13142,CBSE-1,14
13159,CBSE-1,14
13174,CBSE-1,14
13177,CBSE-1|CBSE-2,15
13178,CBSE-1,6
13181,CBSE-1,14
13184,CBSE-1,14
13188,CBSE-1,14
13192,CBSE-1,10
13197,CBSE-1,14
13198,CBSE-1,14
13200,CBSE-5,13
13201,CBSE-1,14
13202,CBSE-1,13
13206,CBSE-3,17
13208,CBSE-5,18
13209,CBSE-2|CBSE-3,17
13210,CBSE-9,16
13211,CBSE-7,42
13212,CBSE-8,40
13213,CBSE-1,14
13215,CBSE-9,15
13217,CBSE-1,14
13218,CBSE-2,14
13219,CBSE-1|CBSE-2,15
13222,CBSE-8,35
13224,CBSE-1|CBSE-2,15
13225,CBSE-2|CBSE-3,16
13227,CBSE-1,14
13232,CBSE-9,16
13233,CBSE-1,14
13235,CBSE-6,38
13238,CBSE-9,16
13239,CBSE-1,14
13241,CBSE-2,14
13243,CBSE-1,14
13244,CBSE-1,14
13245,CBSE-1,14
13251,CBSE-8,35
13252,CBSE-9,16
13253,CBSE-3|CBSE-4,19
13258,CBSE-1|CBSE-2,15
13259,CBSE-1,14
13261,CBSE-9,14
13266,CBSE-1|CBSE-2,15
13267,CBSE-2,13
13272,CBSE-1,11
13274,CBSE-1,13
13277,CBSE-1,13
13278,CBSE-1,14
13279,CBSE-9,15
13282,CBSE-1,14
13283,CBSE-6,34
13287,CBSE-11,10
13288,CBSE-11,10
13289,CBSE-11,10
13290,CBSE-11,10
13291,CBSE-11,11
13292,CBSE-11,10
13293,CBSE-11,10
13294,CBSE-11,11
13295,CBSE-11,10
13296,CBSE-11,10
13297,CBSE-11,10
13298,CBSE-11,10
13299,CBSE-11,10
13300,CBSE-11,10
13301,CBSE-11,10
13302,CBSE-11,10
13303,CBSE-11,10
13304,CBSE-11,10
13305,CBSE-11,11
13306,CBSE-11,10
13307,CBSE-11,10
13308,CBSE-11,10
13309,CBSE-11,10
13310,CBSE-11,10
13311,CBSE-11,10
13312,CBSE-11,10
13313,CBSE-11,10
13314,CBSE-11,10
13315,CBSE-11,10
13316,CBSE-11,10
13317,CBSE-11,10
13318,CBSE-1,13
13319,CBSE-1,14
13320,CBSE-4,16
13321,CBSE-1,14
13325,CBSE-4,17
13326,CBSE-9,16
13327,CBSE-9,10
13330,CBSE-11,8
13331,CBSE-11,10
13332,CBSE-11,10
13333,CBSE-11,10
13334,CBSE-9,15
13335,CBSE-9,15
13339,CBSE-9,15
13340,CBSE-9,13
13342,CBSE-9,15
13345,CBSE-1,14
13347,CBSE-1,14
13348,CBSE-11,10
13352,CBSE-2|CBSE-3,16
13353,CBSE-4,17
13354,CBSE-4,14
13356,CBSE-7,27
13358,CBSE-1,14
13361,CBSE-4,17
13362,CBSE-4,17
13365,CBSE-1,1
13367,CBSE-1,12
4474,CBSE-11|CBSE-12,29
4608,CBSE-11|CBSE-12,28
4610,CBSE-11|CBSE-12,30
4611,CBSE-11|CBSE-12,30
4612,CBSE-11|CBSE-12,30
4616,CBSE-11|CBSE-12,30
4618,CBSE-11|CBSE-12,30
4620,CBSE-11|CBSE-12,30
4624,CBSE-11|CBSE-12,30
4625,CBSE-11|CBSE-12,30
4626,CBSE-11|CBSE-12,30
4628,CBSE-11|CBSE-12,25
4629,CBSE-11|CBSE-12,28
4630,CBSE-11|CBSE-12,30
4631,CBSE-11|CBSE-12,30
4634,CBSE-11|CBSE-12,30
4636,CBSE-11|CBSE-12,30
4639,CBSE-11|CBSE-12,29
4641,CBSE-11|CBSE-12,30
4643,CBSE-11|CBSE-12,29
4646,CBSE-11|CBSE-12,30
4647,CBSE-11|CBSE-12,29
4649,CBSE-11|CBSE-12,30
4650,CBSE-11|CBSE-12,30
4651,CBSE-11|CBSE-12,25
4658,CBSE-11|CBSE-12,25
4659,CBSE-11|CBSE-12,30
4660,CBSE-11|CBSE-12,30
4661,CBSE-11|CBSE-12,30
4663,CBSE-11|CBSE-12,30
4664,CBSE-11|CBSE-12,25
4665,CBSE-11|CBSE-12,30
46671,CBSE-11|CBSE-12,30
4668,CBSE-11|CBSE-12,30
4669,CBSE-11|CBSE-12,30
4672,CBSE-11|CBSE-12,30
4674,CBSE-11|CBSE-12,29
4675,CBSE-11|CBSE-12,30
4676,CBSE-11|CBSE-12,30
4677,CBSE-11|CBSE-12,30
4680,CBSE-11|CBSE-12,29
4683,CBSE-11|CBSE-12,30
46841,CBSE-11|CBSE-12,30
46871,CBSE-11|CBSE-12,25
4688,CBSE-11|CBSE-12,29
4689,CBSE-11|CBSE-12,30
4691,CBSE-11|CBSE-12,30
4693,CBSE-11|CBSE-12,30
4694,CBSE-11|CBSE-12,30
4696,CBSE-11|CBSE-12,30
4699,CBSE-11|CBSE-12,30
4700,CBSE-11|CBSE-12,29
4708,CBSE-11|CBSE-12,29
4709,CBSE-11|CBSE-12,30
4711,CBSE-11|CBSE-12,30
47131,CBSE-11|CBSE-12,30
47141,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
4715,CBSE-11|CBSE-12,30
4716,CBSE-11|CBSE-12,30
4717,CBSE-11|CBSE-12,30
4719,CBSE-11|CBSE-12,30
4721,CBSE-11|CBSE-12,20
4722,CBSE-11|CBSE-12,30
4723,CBSE-11|CBSE-12,30
47281,CBSE-11|CBSE-12,29
4729,CBSE-11|CBSE-12,30
4732,CBSE-11|CBSE-12,30
47331,CBSE-11|CBSE-12,30
4734,CBSE-11|CBSE-12,28
4735,CBSE-11|CBSE-12,30
47361,CBSE-11|CBSE-12,30
4737,CBSE-11|CBSE-12,30
4742,CBSE-11|CBSE-12,30
4743,CBSE-11|CBSE-12,28
4744,CBSE-11|CBSE-12,28
4746,CBSE-11|CBSE-12,30
4747,CBSE-11|CBSE-12,30
4752,CBSE-11|CBSE-12,30
4753,CBSE-11|CBSE-12,30
4754,CBSE-11|CBSE-12,29
4755,CBSE-11|CBSE-12,30
47561,CBSE-11|CBSE-12,29
47571,CBSE-11|CBSE-12,31
4760,CBSE-11|CBSE-12,27
4761,CBSE-11|CBSE-12,30
4768,CBSE-11|CBSE-12,30
4770,CBSE-11|CBSE-12,30
4771,CBSE-11|CBSE-12,29
4772,CBSE-11|CBSE-12,30
4773,CBSE-11|CBSE-12,30
4775,CBSE-11|CBSE-12,30
47761,CBSE-11|CBSE-12,29
4778,CBSE-11|CBSE-12,30
4787,CBSE-11|CBSE-12,30
4801,CBSE-11|CBSE-12,30
48041,CBSE-11|CBSE-12,28
4805,CBSE-11|CBSE-12,29
4817,CBSE-11|CBSE-12,30
4819,CBSE-11|CBSE-12,28
4835,CBSE-11|CBSE-12,29
4855,CBSE-11|CBSE-12,30
4870,CBSE-11|CBSE-12,27
4886,CBSE-11|CBSE-12,25
4903,CBSE-11|CBSE-12,29
4918,CBSE-11|CBSE-12,30
4922,CBSE-11|CBSE-12,40
4925,CBSE-11|CBSE-12,40
4929,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
4931,CBSE-11|CBSE-12,35
4934,CBSE-11|CBSE-12,39
4938,CBSE-11|CBSE-12,30
4939,CBSE-11|CBSE-12,37
4940,CBSE-11|CBSE-12,25
4941,CBSE-11|CBSE-12,41
4943,CBSE-11|CBSE-12,32
4950,CBSE-11|CBSE-12,35
4951,CBSE-11|CBSE-12,38
4953,CBSE-11|CBSE-12,40
4954,CBSE-11|CBSE-12,40
4957,CBSE-11|CBSE-12,34
4958,CBSE-11|CBSE-12,40
4961,CBSE-11|CBSE-12,40
4962,CBSE-11|CBSE-12,39
4963,CBSE-11|CBSE-12,35
4968,CBSE-11|CBSE-12,29
4969,CBSE-11|CBSE-12,40
4970,CBSE-11|CBSE-12,41
4971,CBSE-11|CBSE-12,38
4975,CBSE-11|CBSE-12,35
4976,CBSE-11|CBSE-12,40
4983,CBSE-11|CBSE-12,40
4984,CBSE-11|CBSE-12,40
4985,CBSE-11|CBSE-12,40
4987,CBSE-11|CBSE-12,39
4989,CBSE-11|CBSE-12,35
4990,CBSE-11|CBSE-12,37
4991,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
4993,CBSE-11|CBSE-12,28
4994,CBSE-11|CBSE-12,40
4996,CBSE-11|CBSE-12,40
4998,CBSE-11|CBSE-12,40
4999,CBSE-11|CBSE-12,34
5000,CBSE-11|CBSE-12,40
5003,CBSE-11|CBSE-12,38
5004,CBSE-11|CBSE-12,40
5009,CBSE-11|CBSE-12,40
5011,CBSE-11|CBSE-12,40
5013,CBSE-11|CBSE-12,32
5014,CBSE-11|CBSE-12,37
5015,CBSE-11|CBSE-12,40
5016,CBSE-11|CBSE-12,41
5017,CBSE-11|CBSE-12,30
5018,CBSE-11|CBSE-12,40
5019,CBSE-11|CBSE-12,35
5020,CBSE-11|CBSE-12,35
5021,CBSE-11|CBSE-12,37
5024,CBSE-11|CBSE-12,34
5028,CBSE-11|CBSE-12,34
5029,CBSE-11|CBSE-12,30
5030,CBSE-11|CBSE-12,35
5031,CBSE-11|CBSE-12,30
5032,CBSE-11|CBSE-12,35
5034,CBSE-11|CBSE-12,40
5035,CBSE-11|CBSE-12,39
5039,CBSE-11|CBSE-12,35
5040,CBSE-11|CBSE-12,34
5041,CBSE-11|CBSE-12,38
5042,CBSE-11|CBSE-12,40
5045,CBSE-11|CBSE-12,35
5046,CBSE-11|CBSE-12,35
5047,CBSE-11|CBSE-12,39
5049,CBSE-11|CBSE-12,40
5050,CBSE-11|CBSE-12,40
5053,CBSE-11|CBSE-12,41
5054,CBSE-11|CBSE-12,39
5056,CBSE-11|CBSE-12,40
5057,CBSE-11|CBSE-12,40
5058,CBSE-11|CBSE-12,35
5060,CBSE-11|CBSE-12,40
5063,CBSE-11|CBSE-12,34
5064,CBSE-11|CBSE-12,39
5067,CBSE-11|CBSE-12,38
5068,CBSE-11|CBSE-12,35
5069,CBSE-11|CBSE-12,35
5070,CBSE-11|CBSE-12,41
5071,CBSE-10|CBSE-9,53
5072,CBSE-11|CBSE-12,34
5074,CBSE-11|CBSE-12,40
5076,CBSE-11|CBSE-12,32
5077,CBSE-11|CBSE-12,41
5078,CBSE-11|CBSE-12,39
5079,CBSE-10|CBSE-9,58
5082,CBSE-11|CBSE-12,35
5084,CBSE-11|CBSE-12,34
5086,CBSE-11|CBSE-12,37
5087,CBSE-11|CBSE-12,34
5090,CBSE-11|CBSE-12,40
5091,CBSE-11|CBSE-12,39
5092,CBSE-9,27
5095,CBSE-11|CBSE-12,40
5096,CBSE-11|CBSE-12,40
5102,CBSE-11|CBSE-12,40
5104,CBSE-11|CBSE-12,40
5105,CBSE-11|CBSE-12,40
5106,CBSE-11|CBSE-12,40
5107,CBSE-10|CBSE-9,50
5108,CBSE-11|CBSE-12,29
5109,CBSE-11|CBSE-12,40
5113,CBSE-11|CBSE-12,40
5114,CBSE-11|CBSE-12,40
5116,CBSE-11|CBSE-12,40
5117,CBSE-9,24
5119,CBSE-11|CBSE-12,31
5120,CBSE-11|CBSE-12,39
5123,CBSE-11|CBSE-12,40
5125,CBSE-11|CBSE-12,36
5126,CBSE-11|CBSE-12,39
5127,CBSE-10|CBSE-11|CBSE-8|CBSE-9,113
5128,CBSE-11|CBSE-12,37
5131,CBSE-11|CBSE-12,40
5132,CBSE-11|CBSE-12,31
5134,CBSE-11|CBSE-12,30
5135,CBSE-11|CBSE-12,40
5146,CBSE-11|CBSE-12,30
5154,CBSE-11|CBSE-12,28
5155,CBSE-11|CBSE-12,30
5161,CBSE-11|CBSE-12,35
5191,CBSE-11|CBSE-12,41
5192,CBSE-11|CBSE-12,30
5193,CBSE-11|CBSE-12,38
5194,CBSE-11|CBSE-12,40
5203,CBSE-11|CBSE-12,41
5208,CBSE-11|CBSE-12,30
5216,CBSE-11|CBSE-12,39
5219,CBSE-11|CBSE-12,40
5223,CBSE-11|CBSE-12,30
5238,CBSE-11|CBSE-12,29
5240,CBSE-11|CBSE-12,34
5243,CBSE-11|CBSE-12,25
5246,CBSE-11|CBSE-12,30
5266,CBSE-11|CBSE-12,39
5269,CBSE-11|CBSE-12,25
5270,CBSE-11|CBSE-12,35
5284,CBSE-11|CBSE-12,30
5316,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5323,CBSE-10|CBSE-11|CBSE-12|CBSE-9,77
5324,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
5337,CBSE-10|CBSE-9,60
5338,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5339,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5346,CBSE-10|CBSE-9,60
5350,CBSE-9,30
5351,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
5357,CBSE-10|CBSE-9,58
5358,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5359,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5360,CBSE-10|CBSE-9,60
5363,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5370,CBSE-10|CBSE-9,60
5371,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5372,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5376,CBSE-10|CBSE-9,60
5378,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
5381,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5382,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5383,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
5389,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5390,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5395,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5397,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5399,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
5400,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
5401,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5402,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
5404,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5407,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5409,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5423,CBSE-10|CBSE-11|CBSE-12|CBSE-9,77
5424,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
5546,CBSE-11|CBSE-12,30
5548,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
